Saved checkpoint.
Global Step:   1410, accuracy:  40.3%, loss = 380702.16 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  65020, accuracy:  99.3%, loss = 140.92 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  65030, accuracy:  98.7%, loss = 153.24 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  65040, accuracy:  96.3%, loss = 1108.46 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  65050, accuracy:  98.7%, loss = 518.55 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  65060, accuracy:  99.3%, loss = 419.94 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  65070, accuracy:  99.3%, loss = 208.22 (82402.8 examples/sec, 0.00 sec/batch)
Global Step:  65080, accuracy:  98.3%, loss = 417.49 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  65090, accuracy:  98.7%, loss = 134.06 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  65100, accuracy:  99.7%, loss = 9.52 (119643.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65110, accuracy:  99.7%, loss = 53.87 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  65120, accuracy:  99.0%, loss = 174.86 (85528.2 examples/sec, 0.00 sec/batch)
Global Step:  65130, accuracy:  98.7%, loss = 622.54 (100150.5 examples/sec, 0.00 sec/batch)
Global Step:  65140, accuracy:  98.7%, loss = 431.17 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  65150, accuracy:  99.0%, loss = 232.46 (66491.8 examples/sec, 0.00 sec/batch)
Global Step:  65160, accuracy:  97.7%, loss = 771.83 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  65170, accuracy:  99.0%, loss = 284.19 (99156.1 examples/sec, 0.00 sec/batch)
Global Step:  65180, accuracy:  98.3%, loss = 514.70 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  65190, accuracy:  98.7%, loss = 267.26 (100318.2 examples/sec, 0.00 sec/batch)
Global Step:  65200, accuracy:  98.7%, loss = 264.36 (149636.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65210, accuracy:  98.0%, loss = 706.92 (99548.4 examples/sec, 0.00 sec/batch)
Global Step:  65220, accuracy:  96.7%, loss = 658.31 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  65230, accuracy:  98.7%, loss = 42.08 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  65240, accuracy:  99.0%, loss = 467.53 (99218.7 examples/sec, 0.00 sec/batch)
Global Step:  65250, accuracy:  98.3%, loss = 1050.95 (73275.8 examples/sec, 0.00 sec/batch)
Global Step:  65260, accuracy:  98.3%, loss = 428.79 (118841.3 examples/sec, 0.00 sec/batch)
Global Step:  65270, accuracy:  97.3%, loss = 946.03 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  65280, accuracy:  98.0%, loss = 686.71 (100366.2 examples/sec, 0.00 sec/batch)
Global Step:  65290, accuracy:  98.0%, loss = 381.96 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  65300, accuracy:  98.3%, loss = 619.74 (99383.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65310, accuracy:  98.7%, loss = 97.18 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  65320, accuracy:  98.7%, loss = 761.71 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  65330, accuracy:  98.3%, loss = 462.66 (149387.5 examples/sec, 0.00 sec/batch)
Global Step:  65340, accuracy:  98.7%, loss = 519.92 (85031.2 examples/sec, 0.00 sec/batch)
Global Step:  65350, accuracy:  99.0%, loss = 443.31 (59841.7 examples/sec, 0.01 sec/batch)
Global Step:  65360, accuracy:  98.7%, loss = 362.72 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  65370, accuracy:  98.7%, loss = 270.52 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  65380, accuracy:  98.7%, loss = 284.49 (75315.2 examples/sec, 0.00 sec/batch)
Global Step:  65390, accuracy:  98.3%, loss = 224.52 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  65400, accuracy:  99.0%, loss = 138.98 (99761.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65410, accuracy:  98.7%, loss = 424.02 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  65420, accuracy:  99.7%, loss = 81.23 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  65430, accuracy:  99.3%, loss = 342.80 (99548.4 examples/sec, 0.00 sec/batch)
Global Step:  65440, accuracy:  99.0%, loss = 173.59 (99156.1 examples/sec, 0.00 sec/batch)
Global Step:  65450, accuracy:  98.3%, loss = 143.70 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  65460, accuracy:  99.0%, loss = 362.18 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  65470, accuracy:  97.3%, loss = 571.46 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  65480, accuracy:  98.3%, loss = 457.07 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  65490, accuracy:  99.3%, loss = 168.39 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  65500, accuracy:  99.0%, loss = 108.82 (59838.8 examples/sec, 0.01 sec/batch)
Saved checkpoint.
Global Step:  65510, accuracy:  99.0%, loss = 307.73 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:  65520, accuracy:  99.3%, loss = 149.26 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  65530, accuracy:  99.0%, loss = 299.49 (119586.7 examples/sec, 0.00 sec/batch)
Global Step:  65540, accuracy:  98.0%, loss = 433.55 (150136.2 examples/sec, 0.00 sec/batch)
Global Step:  65550, accuracy:  97.7%, loss = 265.72 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  65560, accuracy:  98.7%, loss = 169.14 (74477.1 examples/sec, 0.00 sec/batch)
Global Step:  65570, accuracy:  98.7%, loss = 838.58 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  65580, accuracy:  99.0%, loss = 429.96 (99509.0 examples/sec, 0.00 sec/batch)
Global Step:  65590, accuracy:  99.3%, loss = 392.73 (83601.8 examples/sec, 0.00 sec/batch)
Global Step:  65600, accuracy:  99.7%, loss = 7.14 (75112.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65610, accuracy:  99.0%, loss = 290.05 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  65620, accuracy:  98.3%, loss = 480.25 (85499.2 examples/sec, 0.00 sec/batch)
Global Step:  65630, accuracy:  99.0%, loss = 245.21 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  65640, accuracy:  98.7%, loss = 241.28 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  65650, accuracy:  98.7%, loss = 400.52 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  65660, accuracy:  99.7%, loss = 27.76 (100695.5 examples/sec, 0.00 sec/batch)
Global Step:  65670, accuracy:  99.3%, loss = 65.29 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  65680, accuracy:  98.3%, loss = 1010.05 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  65690, accuracy:  98.3%, loss = 375.06 (100518.5 examples/sec, 0.00 sec/batch)
Global Step:  65700, accuracy:  98.7%, loss = 99.81 (99753.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65710, accuracy:  98.0%, loss = 1278.82 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  65720, accuracy:  97.3%, loss = 866.27 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  65730, accuracy:  99.0%, loss = 185.32 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  65740, accuracy:  99.0%, loss = 231.05 (74773.7 examples/sec, 0.00 sec/batch)
Global Step:  65750, accuracy:  98.7%, loss = 290.69 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  65760, accuracy:  99.0%, loss = 275.24 (149939.4 examples/sec, 0.00 sec/batch)
Global Step:  65770, accuracy:  98.3%, loss = 196.91 (75202.7 examples/sec, 0.00 sec/batch)
Global Step:  65780, accuracy:  99.3%, loss = 177.44 (99179.6 examples/sec, 0.00 sec/batch)
Global Step:  65790, accuracy:  98.7%, loss = 558.18 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  65800, accuracy:  99.0%, loss = 210.53 (59643.1 examples/sec, 0.01 sec/batch)
Saved checkpoint.
Global Step:  65810, accuracy:  96.7%, loss = 763.57 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  65820, accuracy:  99.0%, loss = 245.89 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  65830, accuracy:  99.3%, loss = 153.93 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  65840, accuracy:  98.7%, loss = 438.97 (99777.3 examples/sec, 0.00 sec/batch)
Global Step:  65850, accuracy:  98.0%, loss = 641.75 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  65860, accuracy:  98.7%, loss = 278.35 (99824.8 examples/sec, 0.00 sec/batch)
Global Step:  65870, accuracy:  98.0%, loss = 520.07 (102835.2 examples/sec, 0.00 sec/batch)
Global Step:  65880, accuracy:  98.7%, loss = 459.50 (143739.0 examples/sec, 0.00 sec/batch)
Global Step:  65890, accuracy:  98.3%, loss = 534.14 (100310.2 examples/sec, 0.00 sec/batch)
Global Step:  65900, accuracy:  97.7%, loss = 593.35 (99761.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  65910, accuracy:  97.3%, loss = 446.78 (60021.5 examples/sec, 0.00 sec/batch)
Global Step:  65920, accuracy:  99.0%, loss = 475.63 (74327.6 examples/sec, 0.00 sec/batch)
Global Step:  65930, accuracy:  98.3%, loss = 653.27 (33245.9 examples/sec, 0.01 sec/batch)
Global Step:  65940, accuracy:  98.7%, loss = 460.56 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  65950, accuracy:  97.0%, loss = 795.30 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  65960, accuracy:  99.0%, loss = 214.96 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  65970, accuracy:  98.7%, loss = 487.46 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  65980, accuracy:  98.3%, loss = 351.69 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  65990, accuracy:  98.7%, loss = 211.24 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  66000, accuracy:  98.7%, loss = 147.87 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66010, accuracy:  99.0%, loss = 390.32 (74419.9 examples/sec, 0.00 sec/batch)
Global Step:  66020, accuracy:  99.0%, loss = 419.94 (118628.4 examples/sec, 0.00 sec/batch)
Global Step:  66030, accuracy:  97.7%, loss = 437.71 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66040, accuracy:  99.3%, loss = 298.66 (149245.8 examples/sec, 0.00 sec/batch)
Global Step:  66050, accuracy:  99.3%, loss = 393.96 (116638.0 examples/sec, 0.00 sec/batch)
Global Step:  66060, accuracy:  99.0%, loss = 200.06 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  66070, accuracy:  98.3%, loss = 290.18 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  66080, accuracy:  98.3%, loss = 127.38 (148418.4 examples/sec, 0.00 sec/batch)
Global Step:  66090, accuracy:  97.7%, loss = 636.95 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  66100, accuracy:  98.0%, loss = 469.07 (74804.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66110, accuracy:  97.7%, loss = 216.96 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  66120, accuracy:  99.0%, loss = 266.50 (59844.5 examples/sec, 0.01 sec/batch)
Global Step:  66130, accuracy:  99.3%, loss = 80.75 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  66140, accuracy:  99.0%, loss = 252.71 (100623.0 examples/sec, 0.00 sec/batch)
Global Step:  66150, accuracy:  98.7%, loss = 132.42 (149494.0 examples/sec, 0.00 sec/batch)
Global Step:  66160, accuracy:  98.7%, loss = 73.99 (119803.0 examples/sec, 0.00 sec/batch)
Global Step:  66170, accuracy:  98.0%, loss = 174.54 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  66180, accuracy:  98.0%, loss = 572.30 (59847.4 examples/sec, 0.01 sec/batch)
Global Step:  66190, accuracy:  98.0%, loss = 358.71 (99785.2 examples/sec, 0.00 sec/batch)
Global Step:  66200, accuracy:  98.3%, loss = 117.97 (74791.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66210, accuracy:  97.7%, loss = 878.81 (65892.9 examples/sec, 0.00 sec/batch)
Global Step:  66220, accuracy:  98.3%, loss = 762.09 (100302.2 examples/sec, 0.00 sec/batch)
Global Step:  66230, accuracy:  99.0%, loss = 67.27 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  66240, accuracy:  98.0%, loss = 604.46 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:  66250, accuracy:  98.7%, loss = 593.57 (99611.4 examples/sec, 0.00 sec/batch)
Global Step:  66260, accuracy:  98.7%, loss = 295.34 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  66270, accuracy:  99.0%, loss = 238.04 (54403.2 examples/sec, 0.01 sec/batch)
Global Step:  66280, accuracy:  99.0%, loss = 31.64 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  66290, accuracy:  97.7%, loss = 505.33 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  66300, accuracy:  97.3%, loss = 590.55 (99769.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66310, accuracy:  98.7%, loss = 169.40 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66320, accuracy:  98.3%, loss = 104.71 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  66330, accuracy:  98.3%, loss = 350.13 (99603.5 examples/sec, 0.00 sec/batch)
Global Step:  66340, accuracy:  97.3%, loss = 541.87 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  66350, accuracy:  99.0%, loss = 217.80 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  66360, accuracy:  99.0%, loss = 369.57 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  66370, accuracy:  99.3%, loss = 152.44 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66380, accuracy:  99.0%, loss = 98.90 (98961.2 examples/sec, 0.00 sec/batch)
Global Step:  66390, accuracy:  99.0%, loss = 239.84 (66474.3 examples/sec, 0.00 sec/batch)
Global Step:  66400, accuracy:  99.3%, loss = 318.33 (149636.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66410, accuracy:  98.3%, loss = 473.86 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  66420, accuracy:  98.7%, loss = 102.29 (59773.5 examples/sec, 0.01 sec/batch)
Global Step:  66430, accuracy:  97.0%, loss = 857.86 (120595.3 examples/sec, 0.00 sec/batch)
Global Step:  66440, accuracy:  99.0%, loss = 119.17 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  66450, accuracy:  99.7%, loss = 119.40 (75108.4 examples/sec, 0.00 sec/batch)
Global Step:  66460, accuracy:  99.3%, loss = 185.71 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66470, accuracy:  99.0%, loss = 590.61 (149175.0 examples/sec, 0.00 sec/batch)
Global Step:  66480, accuracy:  98.7%, loss = 114.32 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  66490, accuracy:  98.7%, loss = 365.82 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  66500, accuracy:  98.3%, loss = 443.62 (74804.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66510, accuracy:  98.7%, loss = 389.16 (92351.6 examples/sec, 0.00 sec/batch)
Global Step:  66520, accuracy:  98.3%, loss = 236.12 (99848.5 examples/sec, 0.00 sec/batch)
Global Step:  66530, accuracy:  99.7%, loss = 42.01 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  66540, accuracy:  97.7%, loss = 694.50 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  66550, accuracy:  98.7%, loss = 210.05 (99101.5 examples/sec, 0.00 sec/batch)
Global Step:  66560, accuracy:  98.3%, loss = 614.04 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66570, accuracy:  99.3%, loss = 263.18 (99179.6 examples/sec, 0.00 sec/batch)
Global Step:  66580, accuracy:  98.3%, loss = 99.94 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  66590, accuracy:  98.0%, loss = 397.96 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  66600, accuracy:  98.0%, loss = 452.64 (119700.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66610, accuracy:  98.0%, loss = 844.37 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  66620, accuracy:  99.0%, loss = 136.59 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66630, accuracy:  98.0%, loss = 445.67 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  66640, accuracy:  98.3%, loss = 364.60 (74543.3 examples/sec, 0.00 sec/batch)
Global Step:  66650, accuracy:  99.3%, loss = 40.41 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66660, accuracy:  99.3%, loss = 104.96 (99674.5 examples/sec, 0.00 sec/batch)
Global Step:  66670, accuracy:  99.3%, loss = 18.09 (59739.4 examples/sec, 0.01 sec/batch)
Global Step:  66680, accuracy:  98.7%, loss = 256.27 (74455.1 examples/sec, 0.00 sec/batch)
Global Step:  66690, accuracy:  98.3%, loss = 955.63 (74876.0 examples/sec, 0.00 sec/batch)
Global Step:  66700, accuracy:  99.3%, loss = 256.34 (74822.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66710, accuracy:  97.3%, loss = 268.58 (58773.9 examples/sec, 0.01 sec/batch)
Global Step:  66720, accuracy:  98.7%, loss = 239.89 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66730, accuracy:  98.0%, loss = 739.43 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:  66740, accuracy:  98.0%, loss = 276.94 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:  66750, accuracy:  98.7%, loss = 784.61 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66760, accuracy:  98.3%, loss = 381.92 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  66770, accuracy:  96.3%, loss = 783.02 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  66780, accuracy:  99.3%, loss = 20.13 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  66790, accuracy:  98.7%, loss = 400.97 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  66800, accuracy:  98.7%, loss = 182.19 (83325.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66810, accuracy:  99.3%, loss = 84.16 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66820, accuracy:  99.0%, loss = 171.93 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  66830, accuracy:  98.3%, loss = 310.87 (150477.3 examples/sec, 0.00 sec/batch)
Global Step:  66840, accuracy:  99.0%, loss = 229.15 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  66850, accuracy:  98.3%, loss = 542.52 (49855.0 examples/sec, 0.01 sec/batch)
Global Step:  66860, accuracy:  99.0%, loss = 73.70 (99132.7 examples/sec, 0.00 sec/batch)
Global Step:  66870, accuracy:  98.7%, loss = 373.00 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  66880, accuracy:  98.3%, loss = 208.40 (124608.0 examples/sec, 0.00 sec/batch)
Global Step:  66890, accuracy:  99.0%, loss = 156.05 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66900, accuracy:  97.7%, loss = 648.60 (74813.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  66910, accuracy:  98.7%, loss = 445.20 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66920, accuracy:  99.7%, loss = 117.61 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  66930, accuracy:  98.3%, loss = 172.48 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  66940, accuracy:  97.7%, loss = 804.04 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  66950, accuracy:  99.3%, loss = 147.86 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  66960, accuracy:  98.7%, loss = 835.20 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  66970, accuracy:  98.7%, loss = 153.70 (119757.4 examples/sec, 0.00 sec/batch)
Global Step:  66980, accuracy:  99.0%, loss = 262.83 (99179.6 examples/sec, 0.00 sec/batch)
Global Step:  66990, accuracy:  98.3%, loss = 382.30 (49819.5 examples/sec, 0.01 sec/batch)
Global Step:  67000, accuracy:  98.7%, loss = 200.78 (100094.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67010, accuracy:  98.0%, loss = 354.36 (99000.1 examples/sec, 0.00 sec/batch)
Global Step:  67020, accuracy:  97.7%, loss = 432.75 (150082.4 examples/sec, 0.00 sec/batch)
Global Step:  67030, accuracy:  99.3%, loss = 124.68 (99453.9 examples/sec, 0.00 sec/batch)
Global Step:  67040, accuracy:  99.0%, loss = 392.87 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  67050, accuracy:  98.0%, loss = 563.38 (149778.7 examples/sec, 0.00 sec/batch)
Global Step:  67060, accuracy:  98.3%, loss = 383.02 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  67070, accuracy:  99.7%, loss = 48.68 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  67080, accuracy:  99.3%, loss = 239.42 (99132.7 examples/sec, 0.00 sec/batch)
Global Step:  67090, accuracy:  98.7%, loss = 248.24 (100270.2 examples/sec, 0.00 sec/batch)
Global Step:  67100, accuracy: 100.0%, loss = 0.00 (85464.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67110, accuracy:  98.0%, loss = 259.38 (49123.2 examples/sec, 0.01 sec/batch)
Global Step:  67120, accuracy:  99.3%, loss = 236.45 (98836.8 examples/sec, 0.00 sec/batch)
Global Step:  67130, accuracy:  99.3%, loss = 192.50 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  67140, accuracy:  99.3%, loss = 245.83 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  67150, accuracy:  98.7%, loss = 262.67 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:  67160, accuracy:  99.3%, loss = 141.97 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  67170, accuracy:  98.0%, loss = 845.45 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  67180, accuracy:  98.3%, loss = 418.14 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67190, accuracy:  98.7%, loss = 1816.22 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  67200, accuracy:  99.7%, loss = 114.26 (99698.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67210, accuracy:  96.7%, loss = 1621.38 (149689.7 examples/sec, 0.00 sec/batch)
Global Step:  67220, accuracy:  98.7%, loss = 194.83 (99777.3 examples/sec, 0.00 sec/batch)
Global Step:  67230, accuracy:  98.0%, loss = 614.78 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  67240, accuracy:  99.3%, loss = 101.17 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  67250, accuracy:  99.0%, loss = 321.85 (99777.3 examples/sec, 0.00 sec/batch)
Global Step:  67260, accuracy:  98.7%, loss = 308.73 (100142.6 examples/sec, 0.00 sec/batch)
Global Step:  67270, accuracy:  99.3%, loss = 78.31 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  67280, accuracy:  98.7%, loss = 185.97 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  67290, accuracy:  99.3%, loss = 364.20 (150351.4 examples/sec, 0.00 sec/batch)
Global Step:  67300, accuracy:  99.3%, loss = 135.04 (99721.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67310, accuracy:  97.3%, loss = 716.09 (100542.6 examples/sec, 0.00 sec/batch)
Global Step:  67320, accuracy:  97.7%, loss = 275.27 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  67330, accuracy:  99.3%, loss = 146.70 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67340, accuracy:  98.7%, loss = 406.91 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67350, accuracy:  99.0%, loss = 320.32 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  67360, accuracy:  98.7%, loss = 95.13 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  67370, accuracy:  98.7%, loss = 208.44 (99864.4 examples/sec, 0.00 sec/batch)
Global Step:  67380, accuracy:  99.0%, loss = 137.15 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  67390, accuracy:  98.3%, loss = 811.78 (118908.6 examples/sec, 0.00 sec/batch)
Global Step:  67400, accuracy:  98.7%, loss = 600.33 (149600.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67410, accuracy:  98.7%, loss = 231.45 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  67420, accuracy:  99.0%, loss = 505.35 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  67430, accuracy:  97.7%, loss = 632.26 (149850.1 examples/sec, 0.00 sec/batch)
Global Step:  67440, accuracy:  99.3%, loss = 275.47 (100286.2 examples/sec, 0.00 sec/batch)
Global Step:  67450, accuracy:  98.3%, loss = 582.31 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  67460, accuracy:  99.3%, loss = 119.26 (59555.6 examples/sec, 0.01 sec/batch)
Global Step:  67470, accuracy:  99.0%, loss = 393.75 (100302.2 examples/sec, 0.00 sec/batch)
Global Step:  67480, accuracy:  99.3%, loss = 211.64 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  67490, accuracy:  97.7%, loss = 1297.09 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  67500, accuracy:  98.0%, loss = 284.28 (119190.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67510, accuracy:  98.7%, loss = 213.90 (99785.2 examples/sec, 0.00 sec/batch)
Global Step:  67520, accuracy:  99.3%, loss = 520.39 (99203.0 examples/sec, 0.00 sec/batch)
Global Step:  67530, accuracy:  98.7%, loss = 253.18 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  67540, accuracy:  98.7%, loss = 751.42 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  67550, accuracy:  99.3%, loss = 312.06 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  67560, accuracy:  99.3%, loss = 51.69 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  67570, accuracy:  98.7%, loss = 475.85 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  67580, accuracy:  99.7%, loss = 81.38 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  67590, accuracy:  97.7%, loss = 360.81 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  67600, accuracy:  99.0%, loss = 78.93 (149939.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67610, accuracy:  99.0%, loss = 214.92 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67620, accuracy:  98.3%, loss = 301.16 (54391.4 examples/sec, 0.01 sec/batch)
Global Step:  67630, accuracy:  98.7%, loss = 311.50 (99753.5 examples/sec, 0.00 sec/batch)
